,Applicant_ID,Owned_Car,Owned_Realty,Total_Children,Total_Income,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
19339,5116490,0,1,0,94500,1,1,1,0,2,42,1,0,38,1
19340,5116491,0,1,0,94500,1,1,1,0,2,42,1,0,20,1
19341,5116492,0,1,2,90000,1,0,0,0,4,36,5,0,19,1
19342,5116493,0,1,2,90000,1,0,0,0,4,36,5,0,18,1
19343,5116494,0,1,2,90000,1,0,0,0,4,36,5,0,22,1
19344,5116495,0,1,2,90000,1,0,0,0,4,36,5,0,22,1
19345,5116498,0,1,1,225000,1,0,0,0,3,33,5,0,18,1
19346,5116499,0,1,1,225000,1,0,0,0,3,33,5,0,18,1
19347,5116500,1,1,0,225000,1,0,0,0,2,25,2,1,6,1
19348,5116501,1,1,0,225000,1,0,0,0,2,25,2,0,24,1
19349,5116502,1,1,0,225000,1,0,0,0,2,25,2,0,41,1
19350,5116503,1,1,0,225000,1,0,0,0,2,25,2,0,26,1
19351,5116504,1,1,0,225000,1,0,0,0,2,25,2,0,26,1
19352,5116505,1,1,0,225000,1,0,0,0,2,25,2,0,25,1
19353,5116506,1,1,0,225000,1,0,0,0,2,25,2,0,8,1
19354,5116509,1,1,0,202500,1,1,1,0,2,44,10,0,30,1
19355,5116512,1,1,0,202500,1,1,1,0,2,44,10,0,9,1
19356,5116513,1,1,0,202500,1,1,1,0,2,44,10,0,9,1
19357,5116517,1,1,0,202500,1,1,1,0,2,44,10,0,9,1
19358,5116518,1,1,0,202500,1,1,1,0,2,44,10,0,41,1
19359,5116519,1,1,0,202500,1,1,1,0,2,44,10,0,40,1
19360,5116520,1,1,0,202500,1,1,1,0,2,44,10,0,8,1
19361,5116521,0,1,1,157500,1,0,1,0,3,39,1,0,47,1
19362,5116522,0,1,1,157500,1,0,1,0,3,39,1,1,37,1
19363,5116523,0,1,1,157500,1,0,1,0,3,39,1,0,4,1
19364,5116524,0,1,1,157500,1,0,1,0,3,39,1,0,35,1
19365,5116525,0,1,1,157500,1,0,1,0,3,39,1,0,37,1
19366,5116526,0,1,1,157500,1,0,1,0,3,39,1,0,34,1
19367,5116527,0,1,1,157500,1,0,1,0,3,39,1,0,8,1
19368,5116528,0,1,1,157500,1,0,1,0,3,39,1,0,8,1
19369,5116529,0,1,1,157500,1,0,1,0,3,39,1,0,13,1
19370,5116551,0,1,0,202500,1,1,0,0,2,49,1,0,13,1
19371,5116553,1,0,0,180000,1,0,0,0,2,30,3,0,9,1
19372,5116554,1,0,0,180000,1,0,0,0,2,30,3,0,9,1
19373,5116555,1,0,0,180000,1,0,0,0,2,30,3,0,14,1
19374,5116556,1,0,0,180000,1,0,0,0,2,30,3,0,13,1
19375,5116558,0,1,0,135000,1,0,0,0,1,46,26,0,41,1
19376,5116559,0,1,0,135000,1,0,0,0,1,46,26,0,60,1
19377,5116562,0,1,0,135000,1,0,0,0,1,46,26,0,5,1
19378,5116563,0,1,0,135000,1,0,0,0,1,46,26,0,19,1
19379,5116565,0,1,0,135000,1,0,0,0,1,46,26,0,46,1
19380,5116566,0,1,1,180000,1,1,1,0,3,30,11,0,38,1
19381,5116567,0,1,1,180000,1,1,1,0,3,30,11,0,45,1
19382,5116568,0,1,1,180000,1,1,1,0,3,30,11,0,45,1
19383,5116569,0,1,1,180000,1,1,1,0,3,30,11,0,39,1
19384,5116571,0,1,1,180000,1,1,1,0,3,30,11,0,38,1
19385,5116572,0,1,1,180000,1,1,1,0,3,30,11,0,8,1
19386,5116573,0,0,0,157500,1,1,0,0,2,31,11,0,33,1
19387,5116576,0,0,0,157500,1,1,0,0,2,31,11,0,10,1
19388,5116581,0,0,0,157500,1,0,0,0,2,50,1,2,46,1
19389,5116605,1,1,0,180000,1,0,1,0,2,47,13,0,39,1
19390,5116606,1,1,0,180000,1,0,1,0,2,47,13,0,13,1
19391,5116609,1,1,0,180000,1,0,1,0,2,47,13,0,27,1
19392,5116610,1,1,0,180000,1,0,1,0,2,47,13,0,26,1
19393,5116611,1,1,0,180000,1,0,1,0,2,47,13,0,24,1
19394,5116614,1,1,1,157500,1,0,0,0,3,38,10,0,24,1
19395,5116615,1,1,1,157500,1,0,0,0,3,38,10,0,24,1
19396,5116616,1,1,1,157500,1,0,0,0,3,38,10,0,24,1
19397,5116617,1,1,1,157500,1,0,0,0,3,38,10,0,45,1
19398,5116620,1,1,1,157500,1,0,0,0,3,38,10,0,24,1
19399,5116621,1,1,1,157500,1,0,0,0,3,38,10,0,39,1
19400,5116622,1,1,1,157500,1,0,0,0,3,38,10,0,7,1
19401,5116623,1,1,1,157500,1,0,0,0,3,38,10,0,41,1
19402,5116641,0,1,0,261000,1,0,0,0,2,55,8,0,22,1
19403,5116642,0,1,0,261000,1,0,0,0,2,55,8,0,30,1
19404,5116643,0,1,0,261000,1,0,0,0,2,55,8,0,22,1
19405,5116644,0,1,0,261000,1,0,0,0,2,55,8,0,25,1
19406,5116645,0,1,0,135000,1,0,0,0,1,56,5,0,19,1
19407,5116646,0,1,0,135000,1,0,0,0,1,56,5,0,36,1
19408,5116647,0,1,0,135000,1,0,0,0,1,56,5,0,13,1
19409,5116648,0,1,0,135000,1,0,0,0,1,56,5,0,12,1
19410,5116649,0,1,0,135000,1,0,0,0,1,56,5,0,12,1
19411,5116650,1,1,0,180000,1,1,0,0,2,36,5,0,13,1
19412,5116651,1,1,0,180000,1,1,0,0,2,36,5,0,13,1
19413,5116652,1,1,0,180000,1,1,0,0,2,36,5,0,13,1
19414,5116653,1,1,0,180000,1,1,0,0,2,36,5,0,13,1
19415,5116654,1,1,0,180000,1,1,0,0,2,36,5,0,13,1
19416,5116655,1,1,0,180000,1,1,0,0,2,36,5,0,13,1
19417,5116656,0,1,1,180000,1,0,0,0,3,42,7,0,31,1
19418,5116657,0,1,1,180000,1,0,0,0,3,42,7,0,12,1
19419,5116658,0,1,1,180000,1,0,0,0,3,42,7,0,31,1
19420,5116659,0,1,1,180000,1,0,0,0,3,42,7,0,3,1
19421,5116660,0,1,1,180000,1,0,0,0,3,42,7,0,30,1
19422,5116661,0,1,1,180000,1,0,0,0,3,42,7,0,16,1
19423,5116662,0,1,1,180000,1,0,0,0,3,42,7,0,11,1
19424,5116663,0,1,1,180000,1,0,0,0,3,42,7,0,6,1
19425,5116664,0,1,1,180000,1,0,0,0,3,42,7,0,13,1
19426,5116665,0,1,1,180000,1,0,0,0,3,42,7,0,41,1
19427,5116666,0,1,1,180000,1,0,0,0,3,42,7,0,30,1
19428,5116667,0,1,0,157500,1,0,0,0,2,46,11,0,38,1
19429,5116668,0,1,0,157500,1,0,0,0,2,46,11,0,39,1
19430,5116669,0,1,0,157500,1,0,0,0,2,46,11,3,29,1
19431,5116672,0,1,2,76500,1,0,0,0,4,40,4,0,5,1
19432,5116673,0,1,2,76500,1,0,0,0,4,40,4,0,4,1
19433,5116674,0,1,2,76500,1,0,0,0,4,40,4,0,55,1
19434,5116675,1,1,3,270000,1,1,0,0,5,37,2,0,28,1
19435,5116676,1,1,3,270000,1,1,0,0,5,37,2,0,29,1
19436,5116677,1,1,3,270000,1,1,0,0,5,37,2,0,21,1
19437,5116682,0,1,0,112500,1,1,0,0,1,47,12,0,4,1
19438,5116683,0,1,0,112500,1,1,0,0,1,47,12,0,38,1
19439,5116684,0,1,0,112500,1,1,0,0,1,47,12,0,26,1
19440,5116686,0,1,0,112500,1,1,0,0,1,47,12,0,25,1
19441,5116689,1,1,0,180000,1,0,0,0,2,52,5,0,11,1
19442,5116691,0,1,2,157500,1,0,1,0,4,33,11,6,12,1
19443,5116692,0,1,2,157500,1,0,1,0,4,33,11,0,32,1
19444,5116693,0,1,2,157500,1,0,1,0,4,33,11,0,12,1
19445,5116696,1,0,0,270000,1,0,1,0,1,52,11,0,27,1
19446,5116697,1,0,0,270000,1,0,1,0,1,52,11,0,21,1
19447,5116698,1,0,0,270000,1,0,1,0,1,52,11,0,1,1
19448,5116699,0,1,1,225000,1,0,1,0,3,50,4,0,12,1
19449,5116700,0,1,1,225000,1,0,1,0,3,50,4,0,11,1
19450,5116704,0,1,1,157500,1,0,0,0,2,37,9,0,5,1
19451,5116705,0,1,1,157500,1,0,0,0,2,37,9,0,11,1
19452,5116706,0,1,1,157500,1,0,0,0,2,37,9,0,10,1
19453,5116719,1,1,2,139500,1,0,0,0,4,27,7,0,26,1
19454,5116720,1,1,2,139500,1,0,0,0,4,27,7,0,14,1
19455,5116721,1,1,2,139500,1,0,0,0,4,27,7,0,27,1
19456,5116736,0,0,0,135000,1,0,0,0,1,23,5,0,8,1
19457,5116741,0,0,0,135000,1,0,0,0,2,33,5,0,35,1
19458,5116742,0,0,0,135000,1,0,0,0,2,33,5,0,35,1
19459,5116749,0,0,1,238500,1,0,0,0,2,25,1,0,10,1
19460,5116750,0,0,1,238500,1,0,0,0,2,25,1,0,11,1
19461,5116751,0,0,1,238500,1,0,0,0,2,25,1,0,17,1
19462,5116752,0,0,1,238500,1,0,0,0,2,25,1,0,10,1
19463,5116753,1,1,0,216000,1,0,0,0,2,45,5,3,4,1
19464,5116755,1,0,2,135000,1,0,0,0,4,40,15,0,26,1
19465,5116756,1,0,2,135000,1,0,0,0,4,40,15,0,31,1
19466,5116757,0,1,1,189000,1,0,0,0,3,47,2,1,30,1
19467,5116766,0,1,0,121500,1,0,0,0,2,61,6,0,4,1
19468,5116767,0,1,0,121500,1,0,0,0,2,61,6,0,15,1
19469,5116768,0,1,0,121500,1,0,0,0,2,61,6,0,6,1
19470,5116769,0,1,0,121500,1,0,0,0,2,61,6,0,7,1
19471,5116770,0,1,0,121500,1,0,0,0,2,61,6,0,7,1
19472,5116771,0,1,0,121500,1,0,0,0,2,61,6,0,5,1
19473,5116787,0,1,0,81000,1,1,1,0,2,54,9,0,32,1
19474,5116788,0,1,0,81000,1,1,1,0,2,54,9,0,5,1
19475,5116789,0,1,0,81000,1,1,1,0,2,54,9,0,3,1
19476,5116790,0,1,0,81000,1,1,1,0,2,54,9,0,7,1
19477,5116791,0,1,0,81000,1,1,1,0,2,54,9,0,5,1
19478,5116792,0,1,0,81000,1,1,1,0,2,54,9,0,4,1
19479,5116793,0,1,0,81000,1,1,1,0,2,54,9,0,4,1
19480,5116794,0,1,0,81000,1,1,1,0,2,54,9,0,3,1
19481,5116795,0,1,0,81000,1,1,1,0,2,54,9,0,2,1
19482,5116796,0,1,0,81000,1,1,1,0,2,54,9,0,1,1
19483,5116797,0,1,1,180000,1,0,0,0,3,31,9,0,39,1
19484,5116798,0,1,1,180000,1,0,0,0,3,31,9,2,30,1
19485,5116799,0,1,1,180000,1,0,0,0,3,31,9,0,40,1
19486,5116800,0,1,1,225000,1,0,0,0,3,45,5,0,47,1
19487,5116801,0,1,1,225000,1,0,0,0,3,45,5,0,23,1
19488,5116802,0,1,1,225000,1,0,0,0,3,45,5,3,46,1
19489,5116805,1,0,1,292500,1,0,0,0,3,45,4,9,44,1
19490,5116806,1,0,1,292500,1,0,0,0,3,45,4,0,11,1
19491,5116807,1,0,1,292500,1,0,0,0,3,45,4,0,10,1
19492,5116809,0,1,0,112500,1,0,0,0,2,51,2,0,19,1
19493,5116810,0,1,0,112500,1,0,0,0,2,51,2,0,19,1
19494,5116811,0,1,0,112500,1,0,0,0,2,51,2,0,19,1
19495,5116812,0,1,0,112500,1,0,0,0,2,51,2,0,19,1
19496,5116813,0,1,0,112500,1,0,0,0,2,51,2,0,18,1
19497,5116814,0,1,0,112500,1,0,0,0,2,51,2,0,12,1
19498,5116815,0,1,0,85500,1,1,1,0,1,46,24,0,38,1
19499,5116816,0,1,0,85500,1,1,1,0,1,46,24,0,38,1
19500,5116817,0,1,0,85500,1,1,1,0,1,46,24,0,21,1
19501,5116818,0,1,0,85500,1,1,1,0,1,46,24,0,17,1
19502,5116819,0,1,0,85500,1,1,1,0,1,46,24,0,4,1
19503,5116820,0,0,0,90000,1,0,0,0,1,34,5,0,9,1
19504,5116821,0,0,0,90000,1,0,0,0,1,34,5,0,13,1
19505,5116822,0,0,0,90000,1,0,0,0,1,34,5,0,13,1
19506,5116823,0,1,1,265500,1,0,0,0,3,33,12,0,58,1
19507,5116824,0,1,1,265500,1,0,0,0,3,33,12,0,49,1
19508,5116826,1,1,3,135000,1,0,0,0,5,43,14,0,53,1
19509,5116828,1,1,3,135000,1,0,0,0,5,43,14,0,22,1
19510,5116829,1,1,3,135000,1,0,0,0,5,43,14,0,10,1
19511,5116830,0,1,1,112500,1,1,0,0,3,52,14,0,12,1
19512,5116831,0,1,1,112500,1,0,0,0,3,36,11,0,3,1
19513,5116832,1,0,1,225000,1,0,0,0,3,34,8,0,48,1
19514,5116833,1,0,1,225000,1,0,0,0,3,34,8,0,34,1
19515,5116834,1,0,1,225000,1,0,0,0,3,34,8,0,34,1
19516,5116835,1,0,1,225000,1,0,0,0,3,34,8,0,12,1
19517,5116836,1,0,1,225000,1,0,0,0,3,34,8,0,24,1
19518,5116837,1,0,1,225000,1,0,0,0,3,34,8,0,11,1
19519,5116838,1,1,1,126000,1,0,1,0,3,28,2,0,15,1
19520,5116839,1,1,1,126000,1,0,1,0,3,28,2,4,4,0
19521,5116840,1,1,1,126000,1,0,1,0,3,28,2,0,7,1
19522,5116841,1,1,1,126000,1,0,1,0,3,28,2,0,6,1
19523,5116845,0,1,2,225000,1,0,0,0,4,42,10,1,35,1
19524,5116846,0,1,2,225000,1,0,0,0,4,42,10,0,36,1
19525,5116850,0,1,0,193500,1,0,0,0,2,50,3,0,9,1
19526,5116851,0,1,0,193500,1,0,0,0,2,50,3,0,16,1
19527,5116853,1,0,0,112500,1,0,0,0,2,51,18,0,34,1
19528,5116854,1,0,0,112500,1,0,0,0,2,51,18,0,33,1
19529,5116855,0,0,0,135000,1,0,0,0,1,27,2,0,2,1
19530,5116856,0,0,0,135000,1,0,0,0,1,27,2,0,3,1
19531,5116857,0,0,0,135000,1,0,0,0,1,27,2,0,3,1
19532,5116858,0,0,0,135000,1,0,0,0,1,27,2,0,2,1
19533,5116859,0,0,0,135000,1,0,0,0,1,27,2,0,44,1
19534,5116860,0,0,0,135000,1,0,0,0,1,27,2,0,2,1
19535,5116861,0,0,0,135000,1,0,0,0,1,27,2,0,14,1
19536,5116862,0,0,0,135000,1,0,0,0,1,27,2,3,10,1
19537,5116864,0,1,0,99000,1,0,0,0,1,48,2,0,3,1
19538,5116865,0,1,0,99000,1,0,0,0,1,48,2,0,2,1
19539,5116867,1,1,0,306000,1,0,0,0,2,54,2,0,19,1
19540,5116868,1,1,1,139500,1,0,0,0,3,41,22,0,38,1
19541,5116870,1,1,0,225000,1,1,0,0,2,51,7,0,24,1
19542,5116877,0,1,0,225000,1,0,0,0,2,38,12,0,49,1
19543,5116878,0,0,0,112500,1,1,1,0,1,31,1,0,17,1
19544,5116879,0,0,0,112500,1,1,1,0,1,31,1,0,35,1
19545,5116880,1,1,2,180000,1,0,0,0,4,28,3,0,13,1
19546,5116881,1,0,0,157500,1,0,0,0,2,48,2,1,27,1
19547,5116882,1,0,0,157500,1,0,0,0,2,48,2,0,32,1
19548,5116883,1,1,0,225000,1,1,0,0,2,49,4,2,45,1
19549,5116884,1,1,1,144000,1,0,0,0,3,33,4,0,24,1
19550,5116885,1,1,0,180000,1,0,0,0,2,44,4,0,25,1
19551,5116886,0,0,3,135000,1,0,0,0,5,37,2,0,6,1
19552,5116887,0,0,3,135000,1,0,0,0,5,37,2,0,9,1
19553,5116888,1,1,0,306000,1,0,0,0,2,54,2,0,3,1
19554,5116889,1,0,2,270000,1,0,0,0,4,42,9,0,29,1
19555,5116890,1,0,2,81000,1,1,0,0,4,34,9,0,5,1
19556,5116891,1,1,0,117000,1,0,0,0,2,52,1,0,20,1
19557,5116898,0,0,0,135000,1,0,0,0,2,36,6,0,7,1
19558,5116899,0,0,2,49500,1,1,1,0,4,29,5,0,1,1
19559,5116900,0,1,0,148500,1,0,1,0,1,28,6,3,8,1
19560,5116901,0,1,0,148500,1,0,1,0,1,28,6,0,10,1
19561,5116902,0,1,0,148500,1,0,1,0,1,28,6,0,20,1
19562,5116905,0,1,0,90000,1,0,0,0,1,53,4,0,13,1
19563,5116906,1,1,0,211500,1,0,0,0,2,42,21,9,6,0
19564,5116907,1,1,0,211500,1,0,0,0,2,42,21,4,4,0
19565,5116908,1,1,0,211500,1,0,0,0,2,42,21,2,6,1
19566,5116910,1,1,0,112500,1,1,1,0,2,50,19,2,30,1
19567,5116911,1,1,0,112500,1,1,1,0,2,50,19,1,12,1
19568,5116912,0,1,0,270000,1,0,0,0,2,55,7,0,17,1
19569,5116913,0,1,0,270000,1,0,0,0,2,55,7,0,47,1
19570,5116914,0,1,0,76500,1,1,0,0,2,49,13,0,13,1
19571,5116915,1,1,0,225000,1,1,0,0,2,48,22,3,19,1
19572,5116916,0,1,2,265500,1,0,0,0,4,32,5,0,34,1
19573,5116924,0,0,1,90000,1,0,0,0,3,33,1,0,41,1
19574,5116926,1,1,0,270000,1,0,0,0,2,49,15,0,25,1
19575,5116927,0,1,0,225000,1,0,0,0,2,46,1,0,9,1
19576,5116928,0,1,0,225000,1,0,0,0,2,46,1,0,13,1
19577,5116932,1,1,1,247500,1,0,1,0,3,42,3,0,37,1
19578,5116933,1,1,1,247500,1,0,1,0,3,42,3,0,40,1
19579,5116939,0,1,0,292500,1,1,0,0,1,29,7,0,14,1
19580,5116942,1,1,0,157500,1,0,1,0,2,54,9,0,2,1
19581,5116944,1,1,0,157500,1,0,1,0,2,54,9,0,7,1
19582,5116945,1,1,0,157500,1,0,0,0,1,25,3,0,7,1
19583,5116949,1,1,0,180000,1,0,0,0,1,26,1,0,3,1
19584,5116953,1,1,0,157500,1,0,0,0,2,45,5,0,19,1
19585,5116955,0,1,1,112500,1,1,0,0,3,48,7,0,56,1
19586,5116956,0,1,1,112500,1,1,0,0,3,48,7,0,49,1
19587,5116957,0,1,1,112500,1,1,0,0,3,48,7,0,16,1
19588,5116959,1,1,1,90000,1,0,0,0,3,47,7,0,44,1
19589,5116963,1,0,1,225000,1,0,0,0,3,30,1,0,23,1
19590,5116965,1,0,2,315000,1,0,0,0,4,29,3,0,7,1
19591,5116966,0,1,0,112500,1,0,1,0,2,39,9,0,36,1
19592,5116967,0,1,0,112500,1,0,1,0,2,39,9,0,35,1
19593,5116968,0,1,0,112500,1,0,1,0,2,39,9,0,51,1
19594,5116969,0,1,0,112500,1,0,1,0,2,39,9,0,28,1
19595,5116973,0,1,2,270000,1,1,0,0,4,38,2,0,12,1
19596,5116975,0,1,2,270000,1,1,0,0,4,38,2,0,18,1
19597,5116977,0,1,1,112500,1,0,0,0,3,45,3,0,22,1
19598,5116980,0,1,0,225000,1,0,1,0,2,48,22,0,1,1
19599,5116981,1,1,1,202500,1,1,1,0,3,44,6,0,30,1
19600,5116982,1,1,1,202500,1,1,1,0,3,44,6,0,8,1
19601,5116983,0,1,0,112500,1,0,0,0,1,55,2,0,51,1
19602,5116986,0,1,0,180000,1,0,0,0,2,41,3,0,37,1
19603,5116987,0,1,3,292500,1,0,0,0,5,34,2,0,7,1
19604,5116988,1,1,0,135000,1,0,1,0,2,40,10,0,14,1
19605,5116989,1,1,0,135000,1,0,1,0,2,40,10,0,9,1
19606,5116990,1,1,0,135000,1,0,1,0,2,40,10,0,13,1
19607,5116991,1,1,0,135000,1,0,1,0,2,40,10,0,9,1
19608,5116997,1,1,2,337500,1,0,0,0,4,44,7,0,42,1
19609,5117000,1,1,1,225000,1,0,0,0,3,29,8,0,10,1
19610,5117001,1,1,1,225000,1,0,0,0,3,40,6,0,31,1
19611,5117002,0,1,1,360000,1,0,0,1,3,33,1,4,40,1
19612,5117003,0,1,1,360000,1,0,0,1,3,33,1,2,46,1
19613,5117004,0,1,0,121500,1,0,0,0,1,55,34,0,9,1
19614,5117005,1,0,0,180000,1,0,1,0,2,49,10,0,26,1
19615,5117006,0,1,0,112500,1,0,0,0,2,26,3,0,3,1
19616,5117007,1,0,0,157500,1,1,0,0,2,32,2,1,31,1
19617,5117014,0,0,1,225000,1,0,0,0,3,35,2,0,15,1
19618,5117015,0,1,1,180000,1,1,0,0,3,29,10,0,33,1
19619,5117018,0,1,0,157500,1,1,0,0,2,45,14,0,7,1
19620,5117019,0,1,0,225000,1,0,0,0,2,36,6,0,24,1
19621,5117020,0,0,0,135000,1,0,0,0,2,34,5,0,15,1
19622,5117022,1,1,2,225000,1,1,0,0,4,35,1,0,15,1
19623,5117027,1,1,1,225000,1,1,1,0,3,29,6,0,21,1
19624,5117028,1,1,1,225000,1,1,1,0,3,29,6,0,20,1
19625,5117030,0,1,0,270000,1,1,1,0,2,37,11,0,52,1
19626,5117032,1,0,0,90000,1,1,1,0,1,29,4,2,2,0
19627,5117038,0,1,1,810000,1,1,0,0,3,41,12,0,23,1
19628,5117039,1,1,0,202500,1,0,1,0,2,40,1,0,21,1
19629,5117043,1,0,0,180000,1,0,0,0,2,45,6,0,25,1
19630,5117044,0,1,0,112500,1,0,0,0,2,49,3,0,7,1
19631,5117045,0,0,0,112500,1,0,0,0,1,49,16,1,29,1
19632,5117048,0,1,2,90000,1,0,0,0,4,35,1,0,19,1
19633,5117053,0,1,1,135000,1,0,0,0,3,40,5,1,27,1
19634,5117054,1,0,0,225000,1,0,0,0,2,33,2,0,43,1
19635,5117056,0,1,1,202500,1,0,0,0,3,28,2,0,10,1
19636,5117059,1,1,0,157500,1,0,0,0,1,60,12,0,13,1
19637,5117060,1,1,2,121500,1,0,0,0,4,40,11,0,28,1
19638,5117061,1,1,2,121500,1,0,0,0,4,40,11,0,10,1
19639,5117062,0,1,0,108000,1,0,0,0,2,49,6,0,37,1
19640,5117063,1,1,0,405000,1,1,1,0,1,48,4,0,49,1
19641,5117064,0,1,0,180000,1,0,0,0,2,33,8,0,50,1
19642,5117065,0,1,2,225000,1,1,1,0,4,35,5,1,36,1
19643,5117066,1,1,0,112500,1,0,1,0,2,62,17,0,15,1
19644,5117067,1,1,0,135000,1,0,0,0,2,47,3,0,10,1
19645,5117069,1,1,2,121500,1,0,0,0,4,36,1,0,11,1
19646,5117070,0,0,2,315000,1,0,0,1,4,36,11,0,35,1
19647,5117071,0,0,2,315000,1,0,0,1,4,36,11,0,34,1
19648,5117072,0,1,0,135000,1,0,0,0,2,48,19,0,38,1
19649,5117073,0,1,0,135000,1,0,0,0,2,48,19,0,48,1
19650,5117074,0,1,0,270000,1,0,0,0,2,49,2,0,6,1
19651,5117075,0,0,0,180000,1,0,0,0,2,28,2,0,2,1
19652,5117076,0,0,0,180000,1,0,0,0,2,28,2,0,8,1
19653,5117077,0,0,0,180000,1,0,0,0,2,28,2,0,9,1
19654,5117078,0,0,0,180000,1,0,0,0,2,28,2,0,17,1
19655,5117079,0,0,0,180000,1,0,0,0,2,28,2,0,2,1
19656,5117080,0,0,0,180000,1,0,0,0,2,28,2,0,31,1
19657,5117081,0,0,0,180000,1,0,0,0,2,28,2,1,29,1
19658,5117082,0,0,0,180000,1,0,0,0,2,28,2,0,5,1
19659,5117083,0,0,0,180000,1,0,0,0,2,28,2,0,5,1
19660,5117084,1,1,0,225000,1,0,0,0,1,33,1,0,13,1
19661,5117085,1,1,0,225000,1,0,0,0,1,33,1,0,10,1
19662,5117086,1,1,0,225000,1,0,0,0,1,33,1,0,17,1
19663,5117118,1,1,0,225000,1,0,1,0,2,46,2,1,20,1
19664,5117121,1,1,0,225000,1,0,1,0,2,46,2,0,22,1
19665,5117123,1,1,2,202500,1,0,0,0,4,36,4,0,11,1
19666,5117124,1,1,2,202500,1,0,0,0,4,36,4,0,11,1
19667,5117125,1,1,2,202500,1,0,0,0,4,36,4,0,11,1
19668,5117126,1,1,2,202500,1,0,0,0,4,36,4,0,11,1
19669,5117127,1,1,2,202500,1,0,0,0,4,36,4,0,10,1
19670,5117128,0,1,1,247500,1,0,0,0,3,36,4,0,15,1
19671,5117129,0,1,1,247500,1,0,0,0,3,36,4,0,7,1
19672,5117130,0,1,0,270000,1,0,0,0,1,29,3,4,25,1
19673,5117131,0,1,0,270000,1,0,0,0,1,29,3,0,32,1
19674,5117132,0,1,0,270000,1,0,0,0,1,29,3,4,44,1
19675,5117134,0,1,0,270000,1,0,0,0,1,29,3,4,44,1
19676,5117135,0,1,0,270000,1,0,0,0,1,29,3,4,21,1
19677,5117136,1,1,0,135000,1,0,0,0,2,31,5,0,51,1
19678,5117139,0,1,1,270000,1,0,1,0,2,38,7,0,49,1
19679,5117141,0,1,4,261000,1,0,0,0,6,35,5,0,23,1
19680,5117142,0,1,4,261000,1,0,0,0,6,35,5,0,8,1
19681,5117144,1,0,0,360000,1,0,1,0,1,45,2,0,7,1
19682,5117145,1,0,0,360000,1,0,1,0,1,45,2,0,7,1
19683,5117146,1,0,0,360000,1,0,1,0,1,45,2,0,7,1
19684,5117147,1,0,0,360000,1,0,1,0,1,45,2,0,7,1
19685,5117148,1,0,0,360000,1,0,1,0,1,45,2,0,7,1
19686,5117149,1,0,0,360000,1,0,1,0,1,45,2,0,8,1
19687,5117150,1,0,0,360000,1,0,1,0,1,45,2,0,7,1
19688,5117151,1,0,0,360000,1,0,1,0,1,45,2,0,6,1
19689,5117152,1,0,0,360000,1,0,1,0,1,45,2,0,4,1
19690,5117156,1,0,1,270000,1,0,0,0,3,31,2,0,54,1
19691,5117159,0,0,1,135000,1,0,0,0,2,45,15,0,25,1
19692,5117160,0,0,1,135000,1,0,0,0,2,45,15,0,33,1
19693,5117161,0,0,1,135000,1,0,0,0,2,45,15,0,53,1
19694,5117163,0,0,1,135000,1,0,0,0,2,45,15,0,32,1
19695,5117164,0,0,1,135000,1,0,0,0,2,45,15,0,25,1
19696,5117165,0,0,1,135000,1,0,0,0,2,45,15,0,48,1
19697,5117167,0,0,1,135000,1,0,0,0,2,45,15,0,53,1
19698,5117168,0,0,1,135000,1,0,0,0,2,45,15,0,25,1
19699,5117169,0,0,1,135000,1,0,0,0,2,45,15,0,25,1
19700,5117177,0,1,0,135000,1,0,0,0,2,55,20,0,17,1
19701,5117178,0,1,0,135000,1,0,0,0,2,55,20,0,17,1
19702,5117179,0,1,0,135000,1,0,0,0,2,55,20,0,17,1
19703,5117180,0,1,0,135000,1,0,0,0,2,55,20,0,17,1
19704,5117187,0,0,1,270000,1,1,1,0,2,39,3,0,10,1
19705,5117201,0,1,0,135000,1,0,0,0,1,38,1,0,20,1
19706,5117202,0,1,0,135000,1,0,0,0,1,38,1,0,20,1
19707,5117203,0,1,0,135000,1,0,0,0,1,38,1,0,19,1
19708,5117204,0,1,0,135000,1,0,0,0,1,38,1,0,13,1
19709,5117205,0,1,0,135000,1,0,0,0,1,38,1,0,2,1
19710,5117206,0,1,0,81000,1,0,0,0,2,42,23,0,25,1
19711,5117207,0,1,0,81000,1,0,0,0,2,42,23,0,25,1
19712,5117209,0,1,0,81000,1,0,0,0,2,42,23,0,25,1
19713,5117210,0,1,0,81000,1,0,0,0,2,42,23,0,18,1
19714,5117215,0,1,0,202500,1,0,0,0,2,31,6,0,14,1
19715,5117216,0,1,0,202500,1,0,0,0,2,31,6,0,4,1
19716,5117217,0,1,0,202500,1,0,0,0,2,31,6,0,42,1
19717,5117218,0,1,0,202500,1,0,0,0,2,31,6,0,17,1
19718,5117219,0,1,0,202500,1,0,0,0,2,31,6,0,8,1
19719,5117220,0,1,0,202500,1,0,0,0,2,31,6,2,20,1
19720,5117221,0,1,0,202500,1,0,0,0,2,31,6,0,25,1
19721,5117222,0,1,0,202500,1,0,0,0,2,31,6,0,14,1
19722,5117226,0,1,1,67500,1,1,1,0,3,29,1,1,18,1
19723,5117227,0,1,0,36900,1,0,0,0,2,51,5,0,7,1
